Brewery,Name,Address,Brewery_Type,URL,URL_Title,Map_URL,Telephone,Latitude,Longitude
brewery,Wacker Brewing Co,"417 W Grant St Lancaster, PA 17603-3710",Micro,http://www.wackerbrewing.com,www.wackerbrewing.com,http://www.google.com/maps/place/417 W Grant St++Lancaster+PA+United States,(717) 617-2711,40.03815,-76.313572
brewery,Black Market Brewing Co,"41740 Enterprise Cir N Ste 109 Temecula, CA 92590-5652",Micro,http://www.blackmarketbrew.com,www.blackmarketbrew.com,http://www.google.com/maps/place/41740 Enterprise Cir N Ste 109++Temecula+CA+United States,(951) 296-5039,33.518494,-117.16958
brewery,Beggars Brewery,"4177 Village Park Dr Ste 5 Traverse City, MI 49685-7237",Micro,http://www.beggarsbrewery.com,www.beggarsbrewery.com,http://www.google.com/maps/place/4177 Village Park Dr Ste 5++Traverse City+MI+United States,(810) 610-2673,44.686661,-85.677867
brewery,Ellis Island Casino and Brewery,"4178 Koval Ln Las Vegas, NV 89109-4568",Brewpub,http://www.ellisislandcasino.com/brew.html,www.ellisislandcasino.com/brew.html,http://www.google.com/maps/place/4178 Koval Ln++Las Vegas+NV+United States,(702) 733-8901,36.113026,-115.163485
brewery,Gravel Bottom Craft Brewery &amp; Supply,"418 Ada Dr SE Ada, MI 49301-9105",Micro,http://www.gravelbottom.com,www.gravelbottom.com,http://www.google.com/maps/place/418 Ada Dr SE++Ada+MI+United States,(206) 403-8563,42.955283,-85.484887
brewery,Telegraph Brewing Co,"418 N Salsipuedes St Santa Barbara, CA 93103-3127",Micro,http://www.telegraphbrewing.com,www.telegraphbrewing.com,http://www.google.com/maps/place/418 N Salsipuedes St++Santa Barbara+CA+United States,(805) 963-5018,34.422864,-119.687769
brewery,Ferguson Brewing Co,"418 S Florissant Rd Saint Louis, MO 63135-2716",Brewpub,http://www.fergusonbrewing.com,www.fergusonbrewing.com,http://www.google.com/maps/place/418 S Florissant Rd++Saint Louis+MO+United States,(314) 521-2220,38.738179,-90.302326
brewery,Downdraft Brewing Co,"418 W Seltice Wy Post Falls, ID 83854-7623",Micro,http://www.downdraftbrewing.com,www.downdraftbrewing.com,http://www.google.com/maps/place/418 W Seltice Wy++Post Falls+ID+United States,(208) 262-4233,47.715165,-116.95329
brewery,Gael Brewing Co,"4180 State Route 14 Geneva, NY 14456-9753",Micro,http://www.gaelbrewing.com,www.gaelbrewing.com,http://www.google.com/maps/place/4180 State Route 14++Geneva+NY+United States,(315) 220-0190,42.833099,-76.979635
brewery,Battlefield Brewing Co,"4187 Plank Rd Fredericksburg, VA 22407-4896",Brewpub,,,http://www.google.com/maps/place/4187 Plank Rd++Fredericksburg+VA+United States,(540) 785-2164,38.290232,-77.535923
brewery,Bastone Brewery,"419 S Main St Royal Oak, MI 48067-2615",Brewpub,http://www.bastone.net/br/bastone-brewery,www.bastone.net/br/bastone-brewery,http://www.google.com/maps/place/419 S Main St++Royal Oak+MI+United States,(248) 544-6250,42.486561,-83.14389
brewery,Wop's Hops Brewing Company,"419 S Sanford Ave Sanford, FL 32771",Micro,http://www.wopshopsbrewing.com,www.wopshopsbrewing.com,http://www.google.com/maps/place/419 S Sanford Ave++Sanford+FL+United States,(407) 878-7819,28.80833,-81.264861
brewery,Village Idiot Brewing Company,"42 High St. Mount Holly, NJ 08060-1702",Micro,http://www.villageidiotbrewing.com,www.villageidiotbrewing.com,http://www.google.com/maps/place/42 High St.++Mount Holly+NJ+United States,(609) 975-9270,39.9941,-74.7882
brewery,Federation Brewing,"420 3rd Street Unit A Oakland, CA 94607-3809",Contract,http://www.federationbrewing.com,www.federationbrewing.com,http://www.google.com/maps/place/420 3rd Street Unit A++Oakland+CA+United States,,37.79669,-122.275172
brewery,Victory Brewing Co,"420 Acorn Ln Downingtown, PA 19335-3040",Regional,http://www.victorybeer.com,www.victorybeer.com,http://www.google.com/maps/place/420 Acorn Ln++Downingtown+PA+United States,(610) 873-0881,40.004808,-75.692933
brewery,Gandy Dancer Brew Works,"420 E 8th St Sioux Falls, SD 57103-7025",Brewpub,http://www.monkshouseofalerepute.com,www.monkshouseofalerepute.com,http://www.google.com/maps/place/420 E 8th St++Sioux Falls+SD+United States,(605) 351-9268,43.548944,-96.721875
brewery,"Blind Bat Brewery LLC, The","420 Harrison Drive Centerport, NY 11721-1216",Micro,http://www.BlindBatBrewery.com,www.BlindBatBrewery.com,http://www.google.com/maps/place/420 Harrison Drive++Centerport+NY+United States,(631) 891-7909,40.89588,-73.381098
brewery,Chelsea Alehouse Brewery,"420 N Main St # 100 Chelsea, MI 48118-1255",Brewpub,http://www.chelseaalehouse.com,www.chelseaalehouse.com,http://www.google.com/maps/place/420 N Main St # 100++Chelsea+MI+United States,(734) 433-5500,42.320266,-84.02052
brewery,Gordon Biersch Brewery Restaurant - Tempe,"420 S Mill Ave Ste 201 Tempe, AZ 85281-2870",Brewpub,http://www.gordonbierschrestaurants.com,www.gordonbierschrestaurants.com,http://www.google.com/maps/place/420 S Mill Ave Ste 201++Tempe+AZ+United States,(480) 736-0033,33.425762,-111.940372
brewery,Barrington Brewery and Restaurant,"420 Stockbridge Rd Ste 7 Great Barrington, MA 01230-9512",Brewpub,http://www.barringtonbrewery.net,www.barringtonbrewery.net,http://www.google.com/maps/place/420 Stockbridge Rd Ste 7++Great Barrington+MA+United States,(413) 528-8282,42.213126,-73.344068
brewery,North Jetty Brewing,"4200 Pacific Way Seaview, WA 98644-4212",Micro,http://www.northjettybrewing.com,www.northjettybrewing.com,http://www.google.com/maps/place/4200 Pacific Way++Seaview+WA+United States,(360) 642-4234,46.333162,-124.054571
brewery,The Brewery At Divots,"4200 W. Norfolk Ave Norfolk, NE 68701",Brewpub,http://www.divotsconference.com,www.divotsconference.com,http://www.google.com/maps/place/4200 W. Norfolk Ave++Norfolk+NE+United States,(402) 844-2980,42.033082,-97.474857
brewery,New Jersey Beer Co,"4201 Tonnelle Ave North Bergen, NJ 07047-2430",Contract,,,http://www.google.com/maps/place/4201 Tonnelle Ave++North Bergen+NJ+United States,(551) 482-2013,40.783211,-74.035767
brewery,4204 Main St Brewing Co,"4204 W Main St Belleville, IL 62226-5501",Brewpub,http://www.mainstreetbrewingco.com,www.mainstreetbrewingco.com,http://www.google.com/maps/place/4204 W Main St++Belleville+IL+United States,(618) 416-7261,38.537996,-90.021225
brewery,Ironfire Brewing Company,"42095 Zevo Dr Unit 1 Temecula, CA 92590-3741",Micro,http://www.ironfirebrewing.com,www.ironfirebrewing.com,http://www.google.com/maps/place/42095 Zevo Dr Unit 1++Temecula+CA+United States,,33.511849,-117.178175
brewery,Excelsior Brewing Co,"421 3rd St Ste 3 Excelsior, MN 55331-2008",Micro,http://www.excelsiorbrew.com,www.excelsiorbrew.com,http://www.google.com/maps/place/421 3rd St Ste 3++Excelsior+MN+United States,(612) 817-4853,44.902259,-93.56667
brewery,Doomsday Brewing Co.,"421 C St Ste 1B Washougal, WA 98671-2169",Micro,http://www.doosdaybrewing.com,www.doosdaybrewing.com,http://www.google.com/maps/place/421 C St Ste 1B++Washougal+WA+United States,(303) 335-9909,45.581069,-122.373461
brewery,Sutter Buttes Brewing,"421 Center St Yuba City, CA 95991-4505",Brewpub,http://www.sutterbuttesbrewing.com,www.sutterbuttesbrewing.com,http://www.google.com/maps/place/421 Center St++Yuba City+CA+United States,(530) 790-7999,39.137314,-121.615152
brewery,Black Bridge Brewery,"421 E Beale St Kingman, AZ 86401",Micro,http://www.balckbridgebrewery.com,www.balckbridgebrewery.com,http://www.google.com/maps/place/421 E Beale St++Kingman+AZ+United States,(928) 377-3618,35.189576,-114.051888
brewery,Huebert Brewing Co.,"421 SW 26th St Oklahoma City, OK 73109-6712",Micro,http://www.huebertbrewing.com,www.huebertbrewing.com,http://www.google.com/maps/place/421 SW 26th St++Oklahoma City+OK+United States,(405) 634-6528,35.438635,-97.520925
brewery,Celis,"421 Wando Park Blvd, Ste 200 Mount Pleasant, SC 29464",Contract,,,"http://www.google.com/maps/place/421 Wando Park Blvd, Ste 200++Mount Pleasant+SC+United States",,32.845359,-79.875324
brewery,One Well Brewing,"4213 Portage St Kalamazoo, MI 49001-5264",Micro,http://www.onewellbrewing.com,www.onewellbrewing.com,http://www.google.com/maps/place/4213 Portage St++Kalamazoo+MI+United States,(269) 459-9240,42.248462,-85.558998
brewery,"Greenport Harbor Brewing Co, LLC","42155 Main Road Peconic, NY 11958",Micro,http://www.harborbrewing.com,www.harborbrewing.com,http://www.google.com/maps/place/42155 Main Road++Peconic+NY+United States,(631) 513-9019,41.041766,-72.454582
brewery,Bad Water Brewing,"4216 N Brown Ave Scottsdale, AZ 85251",Contract,http://www.badwaterbrewing.com,www.badwaterbrewing.com,http://www.google.com/maps/place/4216 N Brown Ave++Scottsdale+AZ+United States,,33.497244,-111.924563
brewery,Oliver Brewing Company,"4216 Shannon Dr. Baltimore, MD 21213",Micro,http://www.oliverbrewingco.com,www.oliverbrewingco.com,http://www.google.com/maps/place/4216 Shannon Dr.++Baltimore+MD+United States,(410) 244-8900,39.314814,-76.553206
brewery,Mark Twain Brewing Company,"422 Nth Main St Hannibal, MO 63401",Brewpub,http://www.marktwainbrewery.com,www.marktwainbrewery.com,http://www.google.com/maps/place/422 Nth Main St++Hannibal+MO+United States,(573) 406-1300,39.71224,-91.357556
brewery,McMenamins Highland Pub and Brewery,"4225 SE 182nd Ave Gresham, OR 97030-5082",Brewpub,http://www.mcmenamins.com,www.mcmenamins.com,http://www.google.com/maps/place/4225 SE 182nd Ave++Gresham+OR+United States,(503) 665-3015,45.491511,-122.475835
brewery,Buckhorn Brewers LLC,"4229 W Eisenhower Blvd Loveland, CO 80537-9202",Micro,,,http://www.google.com/maps/place/4229 W Eisenhower Blvd++Loveland+CO+United States,(970) 980-8688,40.407913,-105.138062
brewery,Four Corners Brewing Co,"423 Singleton Blvd Dallas, TX 75212-4104",Micro,,,http://www.google.com/maps/place/423 Singleton Blvd++Dallas+TX+United States,,32.779317,-96.830585
brewery,Mu Brewery,"4231 S Fundy Way Aurora, CO 80013-4527",Brewpub,http://www.brewbymu.com,www.brewbymu.com,http://www.google.com/maps/place/4231 S Fundy Way++Aurora+CO+United States,(720) 446-8273,39.639623,-104.757559
brewery,Blank Slate Brewing Co,"4233 Airport Rd Unit C Cincinnati, OH 45226-1645",Micro,http://www.blankslatebeer.com,www.blankslatebeer.com,http://www.google.com/maps/place/4233 Airport Rd Unit C++Cincinnati+OH+United States,(513) 979-4540,39.105814,-84.430774
brewery,Tapistry Brewing Company,"4236 Lake St Bridgman, MI 49106-9109",Micro,http://www.tapistrybrewing.com,www.tapistrybrewing.com,http://www.google.com/maps/place/4236 Lake St++Bridgman+MI+United States,,41.942663,-86.555996
brewery,Rock Bottom Brewery - Arlington,"4238 Wilson Blvd Ste 1256 Arlington, VA 22203-4142",Brewpub,http://www.rockbottom.com,www.rockbottom.com,http://www.google.com/maps/place/4238 Wilson Blvd Ste 1256++Arlington+VA+United States,(703) 516-7688,38.878849,-77.110769
brewery,Blackrocks Brewery,"424 N 3rd St Marquette, MI 49855-3555",Micro,http://www.blackrocksbrewery.com,www.blackrocksbrewery.com,http://www.google.com/maps/place/424 N 3rd St++Marquette+MI+United States,(906) 273-1333,46.547068,-87.394521
brewery,Downtown Grill &amp; Brewery / Woodruff Brewing,"424 S Gay St Knoxville, TN 37902-1103",Brewpub,http://www.downtownbrewery.com,www.downtownbrewery.com,http://www.google.com/maps/place/424 S Gay St++Knoxville+TN+United States,(865) 633-8111,35.965683,-83.91811
brewery,Land-Grant Brewing Company,"424 W Town St Columbus, OH 43215-4040",Micro,http://www.landgrantbrewing.com,www.landgrantbrewing.com,http://www.google.com/maps/place/424 W Town St++Columbus+OH+United States,(216) 956-2634,39.95787,-83.011504
brewery,Mac's Village Brewhaus,"4246 N Buffalo Rd Orchard Park, NY 14127-2422",Brewpub,http://www.macsbrewhaus.com,www.macsbrewhaus.com,http://www.google.com/maps/place/4246 N Buffalo Rd++Orchard Park+NY+United States,(716) 662-3909,42.767933,-78.74453
brewery,Blue Canoe Brewing Co,"425 E 3rd St Little Rock, AR 72201",Micro,http://www.bluecanoebrewco.com,www.bluecanoebrewco.com,http://www.google.com/maps/place/425 E 3rd St++Little Rock+AR+United States,(501) 246-5315,34.745374,-92.26639
brewery,Frankenmuth Brewing Co,"425 S Main St Frankenmuth, MI 48734-1615",Micro,http://www.frankenmuthbrewery.com,www.frankenmuthbrewery.com,http://www.google.com/maps/place/425 S Main St++Frankenmuth+MI+United States,(989) 262-8300,43.331118,-83.737723
brewery,Half Acre Beer Co,"4257 N Lincoln Ave Chicago, IL 60618-2953",Regional,http://www.halfacrebeer.com,www.halfacrebeer.com,http://www.google.com/maps/place/4257 N Lincoln Ave++Chicago+IL+United States,(773) 248-4038,41.959338,-87.681989
brewery,Alvarado Street Brewery &amp; Grill,"426 Alvarado St Monterey, CA 93940-2711",Brewpub,http://www.alvaradostreetbrewery.com,www.alvaradostreetbrewery.com,http://www.google.com/maps/place/426 Alvarado St++Monterey+CA+United States,,36.599304,-121.894825
brewery,Knucklehead Craft Brewing,"426 Ridge Rd Webster, NY 14580-1793",Brewpub,http://www.knuckleheadcraftbrewing.com,www.knuckleheadcraftbrewing.com,http://www.google.com/maps/place/426 Ridge Rd++Webster+NY+United States,,43.206014,-77.5122
brewery,Great Waters Brewing Co,"426 Saint Peter St Saint Paul, MN 55102-1105",Brewpub,http://www.greatwatersbc.com,www.greatwatersbc.com,http://www.google.com/maps/place/426 Saint Peter St++Saint Paul+MN+United States,(651) 224-2739,44.946733,-93.096815
brewery,Crooked Can Brewing Co,"426 W Plant St Winter Garden, FL 34787-3014",Micro,http://www.crookedcan.com,www.crookedcan.com,http://www.google.com/maps/place/426 W Plant St++Winter Garden+FL+United States,,28.56396,-81.590786
brewery,Kauai Beer Company,"4265 Rice St Lihue, HI 96766-1330",Brewpub,,,http://www.google.com/maps/place/4265 Rice St++Lihue+HI+United States,,21.972122,-159.364912
brewery,Traffic Jam and Snug,"4268 2nd Ave Detroit, MI 48201-1706",Brewpub,http://www.traffic-jam.com,www.traffic-jam.com,http://www.google.com/maps/place/4268 2nd Ave++Detroit+MI+United States,(313) 831-1265,42.350352,-83.066044
brewery,Bravery Brewing,"42705 8th St W Lancaster, CA 93534-7184",Micro,http://www.braverybrewing.com,www.braverybrewing.com,http://www.google.com/maps/place/42705 8th St W++Lancaster+CA+United States,(661) 951-4677,34.658596,-118.145995
brewery,"Madison Brewing Co, Pub and Restaurant","428 Main St Bennington, VT 05201-2109",Brewpub,http://www.madisonbrewing.com,www.madisonbrewing.com,http://www.google.com/maps/place/428 Main St++Bennington+VT+United States,(802) 442-7397,42.878384,-73.196419
brewery,Ruby River Steak House and Brewery,"4286 Riverdale Rd Ogden, UT 84405-3512",Brewpub,http://www.sizzlingplatter.com,www.sizzlingplatter.com,http://www.google.com/maps/place/4286 Riverdale Rd++Ogden+UT+United States,(801) 622-2320,41.184815,-111.986288
brewery,Port Aransas Brewing Co,"429 N Alister St Port Aransas, TX 78373-4010",Brewpub,http://www.portabrewing.com,www.portabrewing.com,http://www.google.com/maps/place/429 N Alister St++Port Aransas+TX+United States,(361) 749-2739,27.836316,-97.061386
brewery,C.B. and Potts Restaurant &amp; Brewery- Highlands Ranch,"43 Centennial Blvd Highlands Ranch, CO 80129-2323",Brewpub,http://www.cbpotts.com,www.cbpotts.com,http://www.google.com/maps/place/43 Centennial Blvd++Highlands Ranch+CO+United States,(720) 344-1200,39.56266,-104.988452
brewery,Birreria @ Eataly,"43 E Ohio St Chicago, IL 60611-2701",Brewpub,http://www.eataly.com,www.eataly.com,http://www.google.com/maps/place/43 E Ohio St++Chicago+IL+United States,,41.892126,-87.626088
brewery,Half Full Brewery,"43 Homestead Ave Stamford, CT 06902-7204",Micro,http://www.halffullbrewery.com,www.halffullbrewery.com,http://www.google.com/maps/place/43 Homestead Ave++Stamford+CT+United States,(203) 274-8788,41.039525,-73.549872
brewery,Gate City Brewing Company,"43 Magnolia Street Roswell, GA 30075-4289",Micro,http://www.gatecitybrewingco.com,www.gatecitybrewingco.com,http://www.google.com/maps/place/43 Magnolia Street++Roswell+GA+United States,,34.02287,-84.36395
brewery,McMenamins Breweries,"430 N Killingsworth St Portland, OR 97217-2441",Brewpub,http://www.mcmenamins.com,www.mcmenamins.com,http://www.google.com/maps/place/430 N Killingsworth St++Portland+OR+United States,(503) 223-0109,45.562418,-122.670797
brewery,Grand Teton Brewing Co,"430 Old Jackson Hwy Victor, ID 83455-5500",Micro,http://www.grandtetonbrewing.com,www.grandtetonbrewing.com,http://www.google.com/maps/place/430 Old Jackson Hwy++Victor+ID+United States,(208) 538-0068,43.592765,-111.102327
brewery,Hog Haus Brewing Co,"430 W Dickson St Fayetteville, AR 72701-5107",Brewpub,http://www.hoghaus.com,www.hoghaus.com,http://www.google.com/maps/place/430 W Dickson St++Fayetteville+AR+United States,(479) 521-2739,36.066648,-94.165235
brewery,Hale's Ales Brewery and Pub,"4301 Leary Way NW Seattle, WA 98107-4538",Micro,http://www.halesbrewery.com,www.halesbrewery.com,http://www.google.com/maps/place/4301 Leary Way NW++Seattle+WA+United States,(206) 706-1544,47.65917,-122.365594
brewery,Fox River Brewing Co and Restaurant,"4301 W Wisconsin Ave Ste 189 Appleton, WI 54913-6530",Brewpub,http://www.supplerestaurantgroup.com,www.supplerestaurantgroup.com,http://www.google.com/maps/place/4301 W Wisconsin Ave Ste 189++Appleton+WI+United States,(920) 991-0000,44.269253,-88.470514
brewery,"Refuge Brewery, Inc.","43040 Rancho Way Ste 200 Temecula, CA 92590-5400",Micro,http://www.refugebrewery.com,www.refugebrewery.com,http://www.google.com/maps/place/43040 Rancho Way Ste 200++Temecula+CA+United States,(951) 506-0609,33.504177,-117.158744
brewery,Toxic Brew Company,"431 E 5th St Dayton, OH 45402-2911",Brewpub,http://www.toxicbrewcompany.com,www.toxicbrewcompany.com,http://www.google.com/maps/place/431 E 5th St++Dayton+OH+United States,(937) 985-3618,39.757388,-84.183964
brewery,Hutton &amp; Smith Brewing Company,"431 E Martin Luther King Blvd # 120 Chattanooga, TN 37403",Micro,,,http://www.google.com/maps/place/431 E Martin Luther King Blvd # 120++Chattanooga+TN+United States,,35.044111,-85.303037
brewery,Pollyanna Brewing Company,"431 Talcott Ave Lemont, IL 60439-3744",Micro,http://www.pollyannabrewing.com,www.pollyannabrewing.com,http://www.google.com/maps/place/431 Talcott Ave++Lemont+IL+United States,(630) 914-5834,41.67558,-87.997595
brewery,Boatyard Brewing Co,"432 E Paterson St Kalamazoo, MI 49007-2599",Micro,http://www.boatyardbrewing.com,www.boatyardbrewing.com,http://www.google.com/maps/place/432 E Paterson St++Kalamazoo+MI+United States,(269) 226-0300,42.302905,-85.578092
brewery,Barnhouse Brewery,"43271 Spinks Ferry Rd.   Leesburg, VA 20176-5629",Micro,http://www.barnhousebrewery.com,www.barnhousebrewery.com,http://www.google.com/maps/place/43271 Spinks Ferry Rd.  ++Leesburg+VA+United States,(703) 675-8480,39.204473,-77.49671
brewery,Brewery Rickoli,"4335 Wadsworth Blvd Wheat Ridge, CO 80033-4621",Micro,http://www.breweryrickoli.com,www.breweryrickoli.com,http://www.google.com/maps/place/4335 Wadsworth Blvd++Wheat Ridge+CO+United States,(303) 431-6862,39.77569,-105.081624
brewery,Baderbrau Brewing Co,"4338 N Ashland Ave Chicago, IL 60613-1204",Contract,http://www.baderbrau.com,www.baderbrau.com,http://www.google.com/maps/place/4338 N Ashland Ave++Chicago+IL+United States,(603) 512-6228,41.960974,-87.669693
brewery,St Elias Brewing Co,"434 Sharkathmi Ave Soldotna, AK 99669-7665",Micro,,,http://www.google.com/maps/place/434 Sharkathmi Ave++Soldotna+AK+United States,(907) 260-7837,60.491647,-151.048431
brewery,Leaky Faucet Brewing,"434 Virginia Blvd McCall, ID 83638",Micro,,,http://www.google.com/maps/place/434 Virginia Blvd++McCall+ID+United States,(208) 271-6128,44.892463,-116.091222
brewery,Haff Brewing,"4340 Chinden Blvd Garden City, ID 83712",Micro,http://www.haffbrewing.com,www.haffbrewing.com,http://www.google.com/maps/place/4340 Chinden Blvd++Garden City+ID+United States,(208) 830-0441,43.633037,-116.253878
brewery,De Steeg Brewing Co,"4342 Tennyson St Denver, CO 80212-2308",Micro,http://www.desteegbrewing.com,www.desteegbrewing.com,http://www.google.com/maps/place/4342 Tennyson St++Denver+CO+United States,(303) 484-9698,39.776105,-105.043675
brewery,Van Houzen Brewing,"435 Koser Ave Iowa City, IA 52246-3040",Micro,http://www.vhbrewing.com,www.vhbrewing.com,http://www.google.com/maps/place/435 Koser Ave++Iowa City+IA+United States,,41.651719,-91.564107
brewery,Kauai Island Brewery &amp; Grill,"4350 Waialo Rd Port Allen Marina CenterPort Allen, HI 96705",Brewpub,http://www.kauaiislandbrewing.com,www.kauaiislandbrewing.com,http://www.google.com/maps/place/4350 Waialo Rd+Port Allen Marina Center+Port Allen+HI+United States,(808) 335-0006,21.903375,-159.594645
brewery,Bad Jimmy's Brewing Co,"4358B Leary Way NW Seattle, WA 98107-4554",Micro,http://www.badjimmysbrewingco.com,www.badjimmysbrewingco.com,http://www.google.com/maps/place/4358B Leary Way NW++Seattle+WA+United States,(206) 789-1548,47.660403,-122.365406
brewery,Country Boy Brewing,"436 Chair Ave Lexington, KY 40508-3106",Micro,http://www.countryboybrewing.com,www.countryboybrewing.com,http://www.google.com/maps/place/436 Chair Ave++Lexington+KY+United States,,38.043952,-84.509269
brewery,Stoneface Brewing Co,"436 Shattuck Way Ste 6 Newington, NH 03801-7838",Micro,http://www.stonefacebrewing.com,www.stonefacebrewing.com,http://www.google.com/maps/place/436 Shattuck Way Ste 6++Newington+NH+United States,,43.115834,-70.819688
brewery,Bare Bones Brewery,"4362 County Rd S Oshkosh, WI 54904-9575",Micro,http://www.barebonesbrewery.us,www.barebonesbrewery.us,http://www.google.com/maps/place/4362 County Rd S++Oshkosh+WI+United States,(920) 744-8045,44.082206,-88.59173
brewery,Mt. Carmel Brewing Co,"4362 Mount Carmel Tobasco Rd Cincinnati, OH 45244-2338",Micro,,,http://www.google.com/maps/place/4362 Mount Carmel Tobasco Rd++Cincinnati+OH+United States,(513) 240-2739,39.093574,-84.300195
brewery,Historic Brewing Company,"4366 E Huntington Dr Bldg 2 Flagstaff, AZ 86004-9400",Micro,http://www.historicbrewingcompany.com,www.historicbrewingcompany.com,http://www.google.com/maps/place/4366 E Huntington Dr Bldg 2++Flagstaff+AZ+United States,(928) 707-0900,35.218466,-111.586544
brewery,Mystery Brewing Co,"437 Dimmocks Mill Rd Ste 41 Hillsborough, NC 27278-2379",Micro,http://www.mysterybrewing.com,www.mysterybrewing.com,http://www.google.com/maps/place/437 Dimmocks Mill Rd Ste 41++Hillsborough+NC+United States,(919) 697-8379,36.070575,-79.113462
brewery,Institution Ale Company,"438 Calle San Pablo Camarillo, CA 93012-8564",Micro,,,http://www.google.com/maps/place/438 Calle San Pablo++Camarillo+CA+United States,(805) 482-3777,34.208366,-119.037992
brewery,Crazy Mountain Brewing Co,"439 Edwards Access Road Suite B102Edwards, CO 81632",Regional,http://www.crazymountainbrewery.com,www.crazymountainbrewery.com,http://www.google.com/maps/place/439 Edwards Access Road+Suite B102+Edwards+CO+United States,(970) 926-3009,39.648799,-106.588664
brewery,Amber Lantern Brewing Company,"44 N Main St Warsaw, NY 14569-1326",Brewpub,http://www.amberlanternbrewingcompany.com,www.amberlanternbrewingcompany.com,http://www.google.com/maps/place/44 N Main St++Warsaw+NY+United States,(585) 786-3559,42.740905,-78.132573
brewery,Original Gravity Brewing Co,"440 County St Milan, MI 48160-1504",Brewpub,http://www.ogbrewing.com,www.ogbrewing.com,http://www.google.com/maps/place/440 County St++Milan+MI+United States,(734) 439-7490,42.083941,-83.675286
brewery,BAD Brewing Co,"440 S Jefferson St Mason, MI 48854-1654",Micro,http://www.badbrewing.com,www.badbrewing.com,http://www.google.com/maps/place/440 S Jefferson St++Mason+MI+United States,(517) 676-7664,42.578621,-84.443365
brewery,Pair O' Dice Brewing Company,"4400 118th Ave N Ste 208 Clearwater, FL 33762-4433",Micro,,,http://www.google.com/maps/place/4400 118th Ave N Ste 208++Clearwater+FL+United States,,27.878044,-82.693294
brewery,Outlaw Ales,"4404 Chrisella Rd E Edgewood, WA 98372-2111",Micro,,,http://www.google.com/maps/place/4404 Chrisella Rd E++Edgewood+WA+United States,(253) 740-7756,47.217443,-122.291287
brewery,"Maui Brewing Co, Brewpub","4405 Honoapiilani Hwy Ste 217 Lahaina, HI 96761-9272",Brewpub,http://www.mauibrewingco.com,www.mauibrewingco.com,http://www.google.com/maps/place/4405 Honoapiilani Hwy Ste 217++Lahaina+HI+United States,(808) 669-3474,20.971918,-156.678125
brewery,Put In Bay Brewing Co,"441 Catawba Ave Put-In-Bay, OH 43456",Brewpub,http://www.putinbaybrewery.com,www.putinbaybrewery.com,http://www.google.com/maps/place/441 Catawba Ave++Put-In-Bay+OH+United States,(419) 285-4677,41.652955,-82.81965
brewery,"Orange Blossom Pilsner, LLC","4410 Flagg St Orlando, FL 32812-8018",Contract,http://www.orangeblossompilsner.com,www.orangeblossompilsner.com,http://www.google.com/maps/place/4410 Flagg St++Orlando+FL+United States,(407) 540-1100,28.488142,-81.330243
brewery,Salty Nut Brewery,"4411 Evangel Circle Northwest, Suite A Huntsville, AL 35816",Micro,http://www.saltynutbrewery.com,www.saltynutbrewery.com,"http://www.google.com/maps/place/4411 Evangel Circle Northwest, Suite A++Huntsville+AL+United States",,34.736722,-86.639642
brewery,Manor Hill Brewing,"4411 Manor Ln Ellicott City, MD 21042-6111",Micro,http://www.manorhillbrewing.com,www.manorhillbrewing.com,http://www.google.com/maps/place/4411 Manor Ln++Ellicott City+MD+United States,,39.250841,-76.886718
brewery,Kastellan Brauerei,"4414 Montclair Dr SE Lacey, WA 98503-3541",Micro,http://www.kastellanbier.com,www.kastellanbier.com,http://www.google.com/maps/place/4414 Montclair Dr SE++Lacey+WA+United States,360 791-3834,47.019635,-122.825853
brewery,West Seattle Brewing Co,"4415 Fauntleroy Way SW Seattle, WA 98126-2631",Micro,http://www.westseattlebrewing.com,www.westseattlebrewing.com,http://www.google.com/maps/place/4415 Fauntleroy Way SW++Seattle+WA+United States,(206) 405-0972,47.564357,-122.377653
brewery,Daddy Brews,"4427 SW 74th Ave Miami, FL 33155-4421",Micro,http://www.daddybrews.com,www.daddybrews.com,http://www.google.com/maps/place/4427 SW 74th Ave++Miami+FL+United States,(786) 382-5161,25.729059,-80.314903
brewery,Blackhorse Pub and Brewery -  Knoxville,"4429 Kingston Pike Knoxville, TN 37919-5252",Brewpub,http://www.theblackhorsepub.net,www.theblackhorsepub.net,http://www.google.com/maps/place/4429 Kingston Pike++Knoxville+TN+United States,(865) 249-8511,35.943125,-83.97737
brewery,Red Rock Brewing Co - Production,"443 N 400 W Salt Lake City, UT 84103-1230",Micro,,,http://www.google.com/maps/place/443 N 400 W++Salt Lake City+UT+United States,(801) 521-7446,40.779201,-111.903147
brewery,Hogshead Brewery,"4430 W 29th Ave Denver, CO 80212-3015",Micro,http://www.hogsheadbrewery.com,www.hogsheadbrewery.com,http://www.google.com/maps/place/4430 W 29th Ave++Denver+CO+United States,(303) 886-9655,39.758323,-105.044605
brewery,Assawoman Bay Brewing Company,"4435 Coastal Hwy Ocean City, MD 21842-3243",Brewpub,http://www.assawomanbaybrewing.com,www.assawomanbaybrewing.com,http://www.google.com/maps/place/4435 Coastal Hwy++Ocean City+MD+United States,(410) 390-3231,38.370734,-75.070696
